serviceName,timestamp,ACS,AIOS,AWS,Agent_ping,Asm_Free_Tb,Buffers_used,CPU_Used_Pct,CPU_free_pct,CPU_frequency,CPU_idle_pct,CPU_iowait_time,CPU_kernel_number,CPU_number,CPU_pused,CPU_system_time,CPU_user_time,CPU_util_pct,Cache_used,Call_Per_Sec,Cpu_num,DFParaWrite_Per_Sec,DbFile_Used_Pct,DbTime,Disk_avgqu_sz,Disk_await,Disk_io_util,Disk_rd_ios,Disk_rd_kbs,Disk_svctm,Disk_wr_ios,Disk_wr_kbs,Exec_Per_Sec,FS_max_avail,FS_max_util,FS_total_space,FS_used_pct,FS_used_space,Free_disk_space,Free_inodes,Hang,ICMP_ping,Incoming_network_traffic,LFParaWrite_Per_Sec,LFSync_Per_Sec,Logic_Read_Per_Sec,Login_Per_Sec,MEM_Total,MEM_Used,MEM_Used_Pct,MEM_real_util,Memory_available,Memory_available_pct,Memory_free,Memory_total,Memory_used,Memory_used_pct,New_Tbs_Free_Gb,New_Tbs_Used_Pct,Num_of_processes,Num_of_running_processes,On_Off_State,Outgoing_network_traffic,PGA_Used_Pct,PGA_used_total,Page_pi,Page_po,Physical_Read_Per_Sec,Proc_Used_Pct,Proc_User_Used_Pct,Processor_load_15_min,Processor_load_1_min,Processor_load_5_min,Received_errors_packets,Received_packets,Received_queue,Recv_total,Redo_Per_Sec,Row_Lock,SEQ_Used_Pct,SctRead_Per_Sec,Send_total,Sent_errors_packets,Sent_packets,Sent_queue,SeqRead_Per_Sec,Sess_Active,Sess_Connect,Sess_Used_Temp,Sess_Used_Undo,Session_pct,Shared_memory,Swap_used_pct,System_block_queue_length,System_wait_queue_length,TPS_Per_Sec,Tbs_Free_Gb,Tbs_Used_Pct,TempTbs_Pct,Total_Tbs_Size,Total_disk_space,Total_inodes,UndoTbs_Pct,Used_Tbs_Size,Used_disk_space,Used_disk_space_pct,Used_inodes,Used_inodes_pct,User_Commit,Zombie_Process,container_cpu_used,container_fgc,container_fgct,container_mem_used,container_session_used,container_thread_idle,container_thread_running,container_thread_total,container_thread_used_pct,cost,count,proc,ss_total,succ_rate,tnsping_result_time,ACS_diff,AIOS_diff,AWS_diff,Agent_ping_diff,Asm_Free_Tb_diff,Buffers_used_diff,CPU_Used_Pct_diff,CPU_free_pct_diff,CPU_frequency_diff,CPU_idle_pct_diff,CPU_iowait_time_diff,CPU_kernel_number_diff,CPU_number_diff,CPU_pused_diff,CPU_system_time_diff,CPU_user_time_diff,CPU_util_pct_diff,Cache_used_diff,Call_Per_Sec_diff,Cpu_num_diff,DFParaWrite_Per_Sec_diff,DbFile_Used_Pct_diff,DbTime_diff,Disk_avgqu_sz_diff,Disk_await_diff,Disk_io_util_diff,Disk_rd_ios_diff,Disk_rd_kbs_diff,Disk_svctm_diff,Disk_wr_ios_diff,Disk_wr_kbs_diff,Exec_Per_Sec_diff,FS_max_avail_diff,FS_max_util_diff,FS_total_space_diff,FS_used_pct_diff,FS_used_space_diff,Free_disk_space_diff,Free_inodes_diff,Hang_diff,ICMP_ping_diff,Incoming_network_traffic_diff,LFParaWrite_Per_Sec_diff,LFSync_Per_Sec_diff,Logic_Read_Per_Sec_diff,Login_Per_Sec_diff,MEM_Total_diff,MEM_Used_diff,MEM_Used_Pct_diff,MEM_real_util_diff,Memory_available_diff,Memory_available_pct_diff,Memory_free_diff,Memory_total_diff,Memory_used_diff,Memory_used_pct_diff,New_Tbs_Free_Gb_diff,New_Tbs_Used_Pct_diff,Num_of_processes_diff,Num_of_running_processes_diff,On_Off_State_diff,Outgoing_network_traffic_diff,PGA_Used_Pct_diff,PGA_used_total_diff,Page_pi_diff,Page_po_diff,Physical_Read_Per_Sec_diff,Proc_Used_Pct_diff,Proc_User_Used_Pct_diff,Processor_load_15_min_diff,Processor_load_1_min_diff,Processor_load_5_min_diff,Received_errors_packets_diff,Received_packets_diff,Received_queue_diff,Recv_total_diff,Redo_Per_Sec_diff,Row_Lock_diff,SEQ_Used_Pct_diff,SctRead_Per_Sec_diff,Send_total_diff,Sent_errors_packets_diff,Sent_packets_diff,Sent_queue_diff,SeqRead_Per_Sec_diff,Sess_Active_diff,Sess_Connect_diff,Sess_Used_Temp_diff,Sess_Used_Undo_diff,Session_pct_diff,Shared_memory_diff,Swap_used_pct_diff,System_block_queue_length_diff,System_wait_queue_length_diff,TPS_Per_Sec_diff,Tbs_Free_Gb_diff,Tbs_Used_Pct_diff,TempTbs_Pct_diff,Total_Tbs_Size_diff,Total_disk_space_diff,Total_inodes_diff,UndoTbs_Pct_diff,Used_Tbs_Size_diff,Used_disk_space_diff,Used_disk_space_pct_diff,Used_inodes_diff,Used_inodes_pct_diff,User_Commit_diff,Zombie_Process_diff,container_cpu_used_diff,container_fgc_diff,container_fgct_diff,container_mem_used_diff,container_session_used_diff,container_thread_idle_diff,container_thread_running_diff,container_thread_total_diff,container_thread_used_pct_diff,cost_diff,count_diff,proc_diff,ss_total_diff,succ_rate_diff,tnsping_result_time_diff,label
db_003,1590770220,0.01,0.01,0.0,0.0,0.0,0.0,2.73723,97.26276999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9,0.0,1.54,0.0,106.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,1.81,1924.7,1.3,381.90225,228.29626000000002,59.778652,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1765.9,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7275.0,0.0,0.0,5.93,0.0,0.0,0.0,0.0,1.5,1.1,295.0,0.0,0.0,0.363,0.0,0.0,0.0,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2255.0,2.6,0.0,1.0,10.0,0.0,0.0,0.0,0.0,-3.45,0.0,2.73723,-0.16113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.79999999999995,0.0,0.09000000000000008,0.0,-2.8999999999999915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-55.39999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000007,-0.010000000000000007,-86174.3,-0.09999999999999988,0.0,0.018309999999985397,0.00575200000000109,0.030000000000001137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,211.80000000000015,-0.010000000000000007,-0.010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,0.0,0.0,0.1299999999999999,0.0,0.0,0.0,0.0,0.020000000000000014,0.0,0.0,0.0,0.0,-0.010000000000000007,0.0,0.0,0.0,0.0,-22.200000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10886269999999998,-2766.0,0.10886269999999998,0.0,0.0,0.0,0
db_003,1590770280,0.01,0.01,0.0,0.0,0.0,0.0,2.417255,97.58275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.9,0.0,1.41,0.0,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.35,1.9,1987.2,1.4,381.90225,228.29772999999997,59.778824,45.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,1814.5,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6935.7,0.0,0.0,5.81,0.0,0.0,0.0,0.0,1.63,1.1,296.0,0.0,0.0,0.365,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5953965,1955.0,2.5953965,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3199749999999999,0.31998000000000104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,-0.13000000000000012,0.0,1.3999999999999917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.08999999999999986,62.5,0.09999999999999988,0.0,0.0014700000000118507,0.00017199999999917281,-0.02000000000000313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,48.5999999999999,0.010000000000000007,0.010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-339.3000000000002,0.0,0.0,-0.1200000000000001,0.0,0.0,0.0,0.0,0.1299999999999999,0.0,1.0,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004603499999999983,-300.0,-0.004603499999999983,0.0,0.0,-10.0,0
db_003,1590770340,0.01,0.01,0.0,0.0,0.0,0.0,1.8037759999999998,98.19622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.1,0.0,1.83,0.0,2406.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,1.83,86760.6,1.4,381.90225,228.2661,59.77021800000001,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8318.9,0.0,0.0,5.85,0.0,0.0,0.0,0.0,1.44,24.1,295.0,0.0,0.0,8.156,0.0,0.0,0.0,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,2000.0,2.47,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6134789999999999,0.6134699999999924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999886,0.0,0.42000000000000015,0.0,2298.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3000000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,-0.06999999999999984,84773.40000000001,0.0,0.0,-0.03163000000000693,-0.00860599999999323,-0.009999999999998009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,-1729.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.1999999999996,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,-0.18999999999999995,23.0,-1.0,0.0,0.0,7.791,0.0,0.0,0.0,0.0,0.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1253964999999999,45.0,-0.1253964999999999,0.0,0.0,10.0,0
db_003,1590770400,0.02,0.0,0.02,0.0,0.0,0.0,1.165115,98.834885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,1.44,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,1.88,185.6,1.4,381.90225,228.29802999999998,59.778675,45.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,0.2,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6946.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.1,294.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4762626,1980.0,2.4762626,0.0,1.0,10.0,0.01,-0.01,0.02,0.0,0.0,0.0,-0.6386610000000001,0.6386650000000031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900000000000006,0.0,-0.3900000000000001,0.0,-2397.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000014,0.049999999999999815,-86575.0,0.0,0.0,0.03193000000001689,0.008456999999992831,0.009999999999998009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,-84.8,-0.010000000000000007,-0.010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1372.5999999999995,0.0,0.0,-5.85,0.0,0.0,0.0,0.0,0.15000000000000013,-24.0,-1.0,0.0,0.0,-8.125,0.0,0.0,0.0,0.0,0.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006262599999999896,-20.0,0.006262599999999896,0.0,0.0,0.0,0
db_003,1590770460,0.02,0.0,0.02,0.0,3.45,0.0,1.22075,98.77925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.2,0.0,1.97,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,1.92,355.2,1.3,381.90225,228.30938999999998,59.781943999999996,45.81,0.0,0.0,0.0,0.0,0.0,0.0,152.18195,47.78,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.58,0.1,293.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,37.7,126.79,98.4,0.0,18971.08,0.0,0.0,1.7,17449.26,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4642023999999996,5140.0,2.4642023999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.45,0.0,0.0556350000000001,-0.055634999999995216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.2,0.0,0.53,0.0,-2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000014,0.040000000000000036,169.6,-0.09999999999999988,0.0,0.011359999999996262,0.003269000000003075,0.0800000000000054,0.0,0.0,0.0,0.0,0.0,0.0,152.18195,47.78,0.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.8000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000007,0.0,-1.0,0.0,0.0,-0.011000000000000001,0.0,0.0,0.0,0.0,22.700000000000006,126.79,98.4,0.0,18971.08,0.0,0.0,1.7,17449.26,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012060200000000076,3160.0,-0.012060200000000076,0.0,0.0,-10.0,0
db_003,1590770520,0.01,0.01,0.0,0.0,0.0,0.0,1.440152,98.559845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.0,0.0,1.04,0.0,42.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.24,1.58,1312.0,1.4,381.90225,228.26903,59.77043000000001,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,179.7,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6960.3,0.0,0.0,5.31,0.0,0.0,0.0,0.0,1.37,0.4,294.0,0.0,0.0,0.14300000000000002,0.0,0.0,0.0,0.0,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.419,5000.0,2.419,0.0,1.0,0.0,-0.01,0.01,-0.02,0.0,-3.45,0.0,0.2194020000000001,-0.21940500000000893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.199999999999988,0.0,-0.93,0.0,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000007,-0.33999999999999986,956.8,0.09999999999999988,0.0,-0.04036000000002105,-0.011513999999991142,-0.09000000000000341,0.0,0.0,0.0,0.0,0.0,0.0,-152.18195,-47.78,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,179.39999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-320.8000000000002,0.0,-1.0,5.31,0.0,0.0,0.0,0.0,-0.21,0.30000000000000004,1.0,0.0,0.0,0.123,0.0,0.0,0.0,0.0,-1.0,-126.79,-98.4,0.0,-18971.08,0.0,0.0,-1.7,-17449.26,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.045202399999999976,-140.0,-0.045202399999999976,0.0,0.0,0.0,0
db_007,1590770220,0.01,0.0,0.01,0.0,0.0,0.0,2.295747,97.704254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,1.11,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.04,1.06,76.6,1.0,506.92992999999996,247.26224,48.775314,43.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5847.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.1,386.0,0.0,0.0,0.013000000000000001,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.804932599999999,446.0,4.804932599999999,0.0,1.0,0.0,-0.01,0.0,0.01,0.0,-5.92,0.0,2.295747,-0.009265999999996666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.0,0.0,-0.26,0.0,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,-13.200000000000005,-0.10000000000000007,0.0,-0.00656000000000745,-0.0021709999999970364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.20000000000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1100000000000001,0.1,0.0,0.0,0.0,0.0029999999999999988,0.0,0.0,0.0,0.0,-4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.156222800000001,-558.0,-1.156222800000001,0.0,0.0,0.0,0
db_007,1590770280,0.02,0.0,0.0,0.0,0.0,0.0,2.074162,97.92583499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,0.0,1.36,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.03,1.08,76.9,1.1,506.92992999999996,247.23154,48.768734,43.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.2,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6498.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,0.0,386.0,0.0,0.0,0.008,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9368687000000016,396.0,4.9368687000000016,0.0,1.0,0.0,0.01,0.0,-0.01,0.0,0.0,0.0,-0.22158500000000012,0.22158100000000047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.0,-1.8000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010000000000000007,0.020000000000000014,0.30000000000001137,0.10000000000000007,0.0,-0.030699999999995956,-0.006579999999999586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.6999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06000000000000005,-0.1,0.0,0.0,0.0,-0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13193610000000255,-50.0,0.13193610000000255,0.0,0.0,0.0,0
db_007,1590770340,0.01,0.0,0.03,0.0,0.0,0.0,2.2086419999999998,97.79136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,0.0,1.03,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.46,2.61,542.0,1.1,506.92992999999996,247.23483,48.769054,43.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5932.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,386.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.54,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2825,400.0,4.2825,0.0,1.0,10.0,-0.01,0.0,0.03,0.0,0.0,0.0,0.13448000000000038,-0.134475000000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1000000000000014,0.0,-0.3300000000000001,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.5299999999999998,465.1,0.0,0.0,0.003289999999992688,0.00031999999999499096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-565.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.54,0.0,0.0,0.0,0.0,0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6543687000000018,4.0,-0.6543687000000018,0.0,0.0,10.0,0
db_007,1590770400,0.02,0.0,0.0,0.0,0.0,0.0,2.344471,97.655525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.1,0.0,0.92,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.04,1.13,420.6,1.1,506.92992999999996,247.26282999999998,48.77794,43.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5769.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,386.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.633838,396.0,5.633838,0.0,1.0,0.0,0.01,0.0,-0.03,0.0,0.0,0.0,0.13582899999999976,-0.13583500000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000000000000014,0.0,-0.11,0.0,0.20000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4199999999999999,-1.48,-121.39999999999998,0.0,0.0,0.02800000000002001,0.008886000000003945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17184.54,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3513380000000002,-4.0,1.3513380000000002,0.0,0.0,-10.0,0
