serviceName,timestamp,ACS,AIOS,AWS,Agent_ping,Asm_Free_Tb,Buffers_used,CPU_Used_Pct,CPU_free_pct,CPU_frequency,CPU_idle_pct,CPU_iowait_time,CPU_kernel_number,CPU_number,CPU_pused,CPU_system_time,CPU_user_time,CPU_util_pct,Cache_used,Call_Per_Sec,Cpu_num,DFParaWrite_Per_Sec,DbFile_Used_Pct,DbTime,Disk_avgqu_sz,Disk_await,Disk_io_util,Disk_rd_ios,Disk_rd_kbs,Disk_svctm,Disk_wr_ios,Disk_wr_kbs,Exec_Per_Sec,FS_max_avail,FS_max_util,FS_total_space,FS_used_pct,FS_used_space,Free_disk_space,Free_inodes,Hang,ICMP_ping,Incoming_network_traffic,LFParaWrite_Per_Sec,LFSync_Per_Sec,Logic_Read_Per_Sec,Login_Per_Sec,MEM_Total,MEM_Used,MEM_Used_Pct,MEM_real_util,Memory_available,Memory_available_pct,Memory_free,Memory_total,Memory_used,Memory_used_pct,New_Tbs_Free_Gb,New_Tbs_Used_Pct,Num_of_processes,Num_of_running_processes,On_Off_State,Outgoing_network_traffic,PGA_Used_Pct,PGA_used_total,Page_pi,Page_po,Physical_Read_Per_Sec,Proc_Used_Pct,Proc_User_Used_Pct,Processor_load_15_min,Processor_load_1_min,Processor_load_5_min,Received_errors_packets,Received_packets,Received_queue,Recv_total,Redo_Per_Sec,Row_Lock,SEQ_Used_Pct,SctRead_Per_Sec,Send_total,Sent_errors_packets,Sent_packets,Sent_queue,SeqRead_Per_Sec,Sess_Active,Sess_Connect,Sess_Used_Temp,Sess_Used_Undo,Session_pct,Shared_memory,Swap_used_pct,System_block_queue_length,System_wait_queue_length,TPS_Per_Sec,Tbs_Free_Gb,Tbs_Used_Pct,TempTbs_Pct,Total_Tbs_Size,Total_disk_space,Total_inodes,UndoTbs_Pct,Used_Tbs_Size,Used_disk_space,Used_disk_space_pct,Used_inodes,Used_inodes_pct,User_Commit,Zombie_Process,container_cpu_used,container_fgc,container_fgct,container_mem_used,container_session_used,container_thread_idle,container_thread_running,container_thread_total,container_thread_used_pct,cost,count,proc,ss_total,succ_rate,tnsping_result_time,ACS_diff,AIOS_diff,AWS_diff,Agent_ping_diff,Asm_Free_Tb_diff,Buffers_used_diff,CPU_Used_Pct_diff,CPU_free_pct_diff,CPU_frequency_diff,CPU_idle_pct_diff,CPU_iowait_time_diff,CPU_kernel_number_diff,CPU_number_diff,CPU_pused_diff,CPU_system_time_diff,CPU_user_time_diff,CPU_util_pct_diff,Cache_used_diff,Call_Per_Sec_diff,Cpu_num_diff,DFParaWrite_Per_Sec_diff,DbFile_Used_Pct_diff,DbTime_diff,Disk_avgqu_sz_diff,Disk_await_diff,Disk_io_util_diff,Disk_rd_ios_diff,Disk_rd_kbs_diff,Disk_svctm_diff,Disk_wr_ios_diff,Disk_wr_kbs_diff,Exec_Per_Sec_diff,FS_max_avail_diff,FS_max_util_diff,FS_total_space_diff,FS_used_pct_diff,FS_used_space_diff,Free_disk_space_diff,Free_inodes_diff,Hang_diff,ICMP_ping_diff,Incoming_network_traffic_diff,LFParaWrite_Per_Sec_diff,LFSync_Per_Sec_diff,Logic_Read_Per_Sec_diff,Login_Per_Sec_diff,MEM_Total_diff,MEM_Used_diff,MEM_Used_Pct_diff,MEM_real_util_diff,Memory_available_diff,Memory_available_pct_diff,Memory_free_diff,Memory_total_diff,Memory_used_diff,Memory_used_pct_diff,New_Tbs_Free_Gb_diff,New_Tbs_Used_Pct_diff,Num_of_processes_diff,Num_of_running_processes_diff,On_Off_State_diff,Outgoing_network_traffic_diff,PGA_Used_Pct_diff,PGA_used_total_diff,Page_pi_diff,Page_po_diff,Physical_Read_Per_Sec_diff,Proc_Used_Pct_diff,Proc_User_Used_Pct_diff,Processor_load_15_min_diff,Processor_load_1_min_diff,Processor_load_5_min_diff,Received_errors_packets_diff,Received_packets_diff,Received_queue_diff,Recv_total_diff,Redo_Per_Sec_diff,Row_Lock_diff,SEQ_Used_Pct_diff,SctRead_Per_Sec_diff,Send_total_diff,Sent_errors_packets_diff,Sent_packets_diff,Sent_queue_diff,SeqRead_Per_Sec_diff,Sess_Active_diff,Sess_Connect_diff,Sess_Used_Temp_diff,Sess_Used_Undo_diff,Session_pct_diff,Shared_memory_diff,Swap_used_pct_diff,System_block_queue_length_diff,System_wait_queue_length_diff,TPS_Per_Sec_diff,Tbs_Free_Gb_diff,Tbs_Used_Pct_diff,TempTbs_Pct_diff,Total_Tbs_Size_diff,Total_disk_space_diff,Total_inodes_diff,UndoTbs_Pct_diff,Used_Tbs_Size_diff,Used_disk_space_diff,Used_disk_space_pct_diff,Used_inodes_diff,Used_inodes_pct_diff,User_Commit_diff,Zombie_Process_diff,container_cpu_used_diff,container_fgc_diff,container_fgct_diff,container_mem_used_diff,container_session_used_diff,container_thread_idle_diff,container_thread_running_diff,container_thread_total_diff,container_thread_used_pct_diff,cost_diff,count_diff,proc_diff,ss_total_diff,succ_rate_diff,tnsping_result_time_diff,label
db_003,1590849540,0.01,0.01,0.0,0.0,0.0,0.0,0.0,97.43087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.2,0.0,1.65,0.0,2441.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.34,1.81,87401.5,1.3,381.90225,230.50696000000002,60.357418,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,600.3,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10023.7,0.0,0.0,5.8,0.0,0.0,0.0,0.0,1.58,24.4,290.0,0.0,0.0,8.421,0.0,0.0,0.0,0.0,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4880784,5620.0,2.4880784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.68682,0.11768999999999608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.59999999999997,0.0,0.2799999999999998,0.0,2331.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,-0.1399999999999999,85260.9,-0.09999999999999988,0.0,-0.016000000000019554,-0.004657999999999164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,-1201.2,-0.009999999999999898,-0.009999999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3112.100000000001,0.0,0.0,0.05999999999999961,0.0,0.0,0.0,0.0,0.010000000000000007,23.3,-1.0,0.0,0.0,8.043,0.0,0.0,0.0,0.0,7.200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05969559999999996,-220.0,-0.05969559999999996,0.0,0.0,0.0,0
db_003,1590849600,0.02,0.0,0.02,0.0,0.0,0.0,0.9911139999999999,99.00889000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.2,0.0,1.36,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.34,1.95,358.4,1.4,381.90225,230.4598,60.34500500000001,45.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.4,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7050.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.1,289.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4821632,5270.0,2.4821632,0.0,1.0,0.0,0.01,-0.01,0.02,0.0,0.0,0.0,0.9911139999999999,1.5780199999999953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.0,0.0,-0.2899999999999998,0.0,-2435.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.799999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399999999999999,-87043.1,0.09999999999999988,0.0,-0.04715999999999099,-0.012412999999995122,-0.009999999999998009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,-599.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2973.300000000001,0.0,0.0,-5.8,0.0,0.0,0.0,0.0,-0.030000000000000027,-24.3,-1.0,0.0,0.0,-8.397,0.0,0.0,0.0,0.0,-6.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005915200000000009,-350.0,-0.005915200000000009,0.0,0.0,0.0,0
db_003,1590849660,0.02,0.0,0.0,0.0,0.0,0.0,0.844864,99.155136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.5,0.0,1.87,0.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,1.89,328.7,1.3,381.90225,230.51217999999997,60.358706999999995,45.75,0.0,0.0,0.0,0.0,0.0,0.0,152.17595,47.79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7295.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.1,290.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,33.7,126.79,98.4,0.0,18971.08,0.0,0.0,1.72,17449.32,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.516279,6020.0,2.516279,0.0,1.0,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.1462500000000001,0.14624600000000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.699999999999992,0.0,0.51,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000014,-0.06000000000000005,-29.699999999999992,-0.09999999999999988,0.0,0.052379999999999434,0.013701999999994996,0.009999999999998009,0.0,0.0,0.0,0.0,0.0,0.0,152.17595,47.79,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.30000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08000000000000007,0.0,1.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,-3.0999999999999943,126.79,98.4,0.0,18971.08,0.0,0.0,1.72,17449.32,0.0,0.0,0.0,0.0,-0.07999999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03411579999999992,750.0,0.03411579999999992,0.0,0.0,0.0,0
db_003,1590849720,0.01,0.01,0.0,0.0,3.45,0.0,1.5913389999999998,98.40866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.8,0.0,0.81,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.32,1.79,1352.0,1.4,381.90225,230.47014,60.34816,45.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,173.8,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6993.2,0.0,0.0,6.25,0.0,0.0,0.0,0.0,1.41,0.4,289.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5158513,5110.0,2.5158513,0.0,1.0,10.0,-0.01,0.01,0.0,0.0,3.45,0.0,0.7464749999999999,-0.7464760000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.30000000000001,0.0,-1.06,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999988,1023.3,0.09999999999999988,0.0,-0.04204000000001429,-0.010547000000002528,0.1599999999999966,0.0,0.0,0.0,0.0,0.0,0.0,-152.17595,-47.79,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,173.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-302.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,-0.06000000000000005,0.30000000000000004,-1.0,0.0,0.0,0.087,0.0,0.0,0.0,0.0,8.5,-126.79,-98.4,0.0,-18971.08,0.0,0.0,-1.72,-17449.32,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004276999999999198,-910.0,-0.0004276999999999198,0.0,0.0,10.0,0
db_003,1590849780,0.02,0.0,0.01,0.0,0.0,0.0,1.253244,98.74676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.8,0.0,1.58,0.0,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.33,1.85,390.7,1.3,381.90225,230.47858,60.355026,45.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.93,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7339.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.1,290.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5137036,5400.0,2.5137036,0.0,1.0,0.0,0.01,-0.01,0.01,0.0,-3.45,0.0,-0.3380949999999998,0.3380999999999972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.77,0.0,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000007,0.06000000000000005,-961.3,-0.09999999999999988,0.0,0.00844000000000733,0.006866000000002259,-0.1699999999999946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,0.0,0.0,-173.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.5,0.0,0.0,-6.25,0.0,0.0,0.0,0.0,0.08000000000000007,-0.30000000000000004,1.0,0.0,0.0,-0.077,0.0,0.0,0.0,0.0,-0.20000000000000284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021477000000000857,290.0,-0.0021477000000000857,0.0,0.0,-10.0,0
db_003,1590849840,0.02,0.0,0.02,0.0,0.0,0.0,1.008818,98.99118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.9,0.0,1.38,0.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.34,2.01,420.6,1.4,381.90225,230.5133,60.359276,45.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,5.8,0.94,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.1,289.0,0.0,0.0,0.024,0.0,0.0,0.0,0.0,36.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4970179,5030.0,2.4970179,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,-0.24442600000000006,0.2444200000000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.900000000000034,0.0,-0.20000000000000015,0.0,-7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.200000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000007,0.1599999999999997,29.900000000000034,0.09999999999999988,0.0,0.03471999999999298,0.004249999999998978,0.009999999999998009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,5.4,0.009999999999999898,0.009999999999999898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-338.6999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000007,0.0,-1.0,0.0,0.0,-0.024,0.0,0.0,0.0,0.0,-5.799999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016685700000000026,-370.0,-0.016685700000000026,0.0,0.0,0.0,0
db_007,1590849540,0.02,0.0,0.0,0.0,0.0,0.0,3.8086300000000004,96.19136999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.2,0.0,3.78,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.96,11.86,565.9,1.1,506.92992999999996,252.31921,49.773468,44.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6010.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.1,384.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.56,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.086299,1124.0,10.086299,0.0,1.0,0.0,0.01,0.0,-0.01,0.0,0.0,0.0,3.8086300000000004,0.0128350000000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.799999999999995,0.0,-3.27,0.0,-2.3999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,2.43,481.6,0.0,0.0,0.012969999999995707,0.002089999999988379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,0.0,0.0,0.0,0.0,-0.006999999999999999,0.0,0.0,0.0,0.0,1.8999999999999984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17184.56,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11112800000000078,-44.0,0.11112800000000078,0.0,0.0,-10.0,0
db_007,1590849600,0.02,0.0,0.02,0.0,0.0,0.0,3.9703699999999995,96.02963000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.4,0.0,4.94,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.32,9.66,439.6,1.2,506.92992999999996,252.3416,49.776306,44.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.1,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7184.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.1,384.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.73814,1054.0,13.73814,0.0,1.0,10.0,0.0,0.0,0.02,0.0,0.0,0.0,0.16174000000000002,-0.16174000000000888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.799999999999997,0.0,1.1600000000000006,0.0,0.10000000000000052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8000000000000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6399999999999997,-2.1999999999999997,-126.29999999999997,0.09999999999999988,0.0,0.02239000000000146,0.0028379999999970096,0.010000000000005116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.2000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17184.56,0.0,0.0,0.0,0.0,-0.05000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6518409999999992,-70.0,3.6518409999999992,0.0,0.0,10.0,0
db_007,1590849660,0.02,0.0,0.0,0.0,0.0,0.0,3.6244980000000004,96.3755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2,0.0,3.09,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.18,16.0,81.2,1.1,506.92992999999996,252.32396,49.774967,44.08,0.0,0.0,0.0,0.0,0.0,0.0,138.53625,53.525,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5669.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,384.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,9.2,56.29,96.6,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.103821,1204.0,12.103821,0.0,1.0,10.0,0.0,0.0,-0.02,0.0,0.0,0.0,-0.345872,0.345870000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.200000000000002,0.0,-1.8500000000000003,0.0,-0.20000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8599999999999994,6.34,-358.4000000000001,-0.09999999999999988,0.0,-0.0176400000000001,-0.0013390000000015336,-0.010000000000005116,0.0,0.0,0.0,0.0,0.0,0.0,138.53625,53.525,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9000000000000004,56.29,96.6,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6343189999999996,150.0,-1.6343189999999996,0.0,0.0,0.0,0
db_007,1590849720,0.01,0.01,0.02,0.0,5.92,0.0,4.1344129999999994,95.865585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.5,0.0,13.7,0.0,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.01,11.97,1539.7,1.1,506.92992999999996,252.3007,49.77023,44.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,52.0,2.08,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5781.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.3,384.0,0.0,0.0,0.081,0.0,0.0,0.0,0.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.129159,1022.0,10.129159,0.0,1.0,10.0,-0.01,0.01,0.02,0.0,5.92,0.0,0.5099150000000003,-0.5099150000000066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.299999999999995,0.0,10.61,0.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.17,-4.0299999999999985,1458.5,0.0,0.0,-0.0232599999999934,-0.004736999999998659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138.53625,-53.525,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.2,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,2.1000000000000014,-56.29,-96.6,0.0,0.0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.010000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9746620000000004,-182.0,-1.9746620000000004,0.0,0.0,0.0,0
